ID Donatur,recency,frequency,monetary,last_date,last_nominal,program,cara_bayar,monetary_log,cluster,churn,segmen,prob_churn,prediksi
DAD-02038,571,1,200000.0,2024-06-08,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999974,1
DAD-02040,569,2,190000.0,2024-06-10,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.154784614286667,1,1,Berpotensi Churn,0.9999987,1
DAD-02041,570,1,50000.0,2024-06-09,50000.0,Qurban Movement,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02042,570,1,50000.0,2024-06-09,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02043,570,1,100000.0,2024-06-09,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02044,570,1,250000.0,2024-06-09,250000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.9999989,1
DAD-02045,569,1,300000.0,2024-06-10,300000.0,Syiar Qur'an Indonesia,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999857,1
DAD-02046,327,2,300000.0,2025-02-07,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999774,1
DAD-02047,299,3,300000.0,2025-03-07,100000.0,Sambung Hidup Dhuafa,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999951,1
DAD-02048,568,1,50000.0,2024-06-11,50000.0,Qurban Movement,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02050,278,4,450000.0,2025-03-28,50000.0,Pulihkan Duka Negeri Palestina,Transfer,13.017005083966255,1,1,Berpotensi Churn,0.99996865,1
DAD-02051,306,2,525000.0,2025-02-28,225000.0,Qurban Movement,Transfer,13.171155446333852,1,1,Berpotensi Churn,0.9999819,1
DAD-02052,370,3,900000.0,2024-12-26,300000.0,Qurban Movement,Cash,13.710151153416941,1,1,Berpotensi Churn,0.99997115,1
DAD-02053,566,2,250000.0,2024-06-13,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.99999857,1
DAD-02054,278,2,112500.0,2025-03-28,100000.0,Qurban Movement,Transfer,11.630717389475995,1,1,Berpotensi Churn,0.9999982,1
DAD-02055,566,1,10000.0,2024-06-13,10000.0,Qurban Movement,Transfer,9.210440366976517,1,1,Berpotensi Churn,0.9999995,1
DAD-02059,565,2,100000.0,2024-06-14,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.9999989,1
DAD-02060,565,1,40000.0,2024-06-14,40000.0,Qurban Movement,Transfer,10.596659732783579,1,1,Berpotensi Churn,0.9999995,1
DAD-02062,565,1,100000.0,2024-06-14,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02063,502,2,250000.0,2024-08-16,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.99999857,1
DAD-02064,565,1,100000.0,2024-06-14,100000.0,Qurban Movement,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02065,565,1,50000.0,2024-06-14,50000.0,Qurban Movement,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02066,565,1,10000.0,2024-06-14,10000.0,Qurban Movement,Transfer,9.210440366976517,1,1,Berpotensi Churn,0.9999995,1
DAD-02067,565,1,260000.0,2024-06-14,260000.0,Qurban Movement,Transfer,12.468440756144114,1,1,Berpotensi Churn,0.99999833,1
DAD-02070,564,1,50000.0,2024-06-15,50000.0,Qurban Movement,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02071,564,1,150000.0,2024-06-15,150000.0,Qurban Movement,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.99999917,1
DAD-02072,564,1,150000.0,2024-06-15,150000.0,Qurban Movement,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.99999917,1
DAD-02073,467,1,100000.0,2024-09-20,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02074,563,1,125000.0,2024-06-16,125000.0,Qurban Movement,Transfer,11.736077016252437,1,1,Berpotensi Churn,0.99999917,1
DAD-02075,563,1,50000.0,2024-06-16,50000.0,Qurban Movement,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02076,563,1,25000.0,2024-06-16,25000.0,Qurban Movement,Transfer,10.12667110305036,1,1,Berpotensi Churn,0.9999995,1
DAD-02077,341,1,100000.0,2025-01-24,100000.0,Wakaf Pembangunan Masjid,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999905,1
DAD-02078,19,2,100000.0,2025-12-12,50000.0,Pulihkan Duka Negeri Indonesia,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.9999927,1
DAD-02079,299,2,400000.0,2025-03-07,250000.0,Qurban Movement,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.99999535,1
DAD-02080,563,1,30000.0,2024-06-16,30000.0,Qurban Movement,Transfer,10.308985993422082,1,1,Berpotensi Churn,0.9999995,1
DAD-02081,215,3,125000.0,2025-05-30,25000.0,Qurban Movement,Transfer,11.736077016252437,1,1,Berpotensi Churn,0.9999957,1
DAD-02082,563,1,125000.0,2024-06-16,125000.0,Qurban Movement,Transfer,11.736077016252437,1,1,Berpotensi Churn,0.99999917,1
DAD-02083,563,1,250000.0,2024-06-16,250000.0,Qurban Movement,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.9999989,1
DAD-02084,563,1,125000.0,2024-06-16,125000.0,Qurban Movement,Transfer,11.736077016252437,1,1,Berpotensi Churn,0.99999917,1
DAD-02085,563,1,100000.0,2024-06-16,100000.0,Qurban Movement,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02087,563,1,25000.0,2024-06-16,25000.0,Qurban Movement,Transfer,10.12667110305036,1,1,Berpotensi Churn,0.9999995,1
DAD-02088,563,1,100000.0,2024-06-16,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02089,376,3,40000.0,2024-12-20,20000.0,Qurban Movement,Transfer,10.596659732783579,1,1,Berpotensi Churn,0.99999857,1
DAD-02090,516,1,50000.0,2024-08-02,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02093,229,2,200000.0,2025-05-16,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999974,1
DAD-02094,430,2,200000.0,2024-10-27,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999987,1
DAD-02095,558,1,50000.0,2024-06-21,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02096,383,10,200000.0,2024-12-13,20000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.99999166,1
DAD-02097,539,2,200000.0,2024-07-10,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999987,1
DAD-02099,29,4,600000.0,2025-12-02,150000.0,Pulihkan Duka Negeri Palestina,Transfer,13.304686600863562,1,1,Berpotensi Churn,0.9998652,1
DAD-02101,366,7,1300000.0,2024-12-30,200000.0,Qurban Movement,Transfer,14.077875591662238,1,1,Berpotensi Churn,0.99961156,1
DAD-02102,550,1,100000.0,2024-06-29,100000.0,Syiar Qur'an Indonesia,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02103,400,5,1000000.0,2024-11-26,200000.0,Qurban Movement,Transfer,13.815511557963774,1,1,Berpotensi Churn,0.99996305,1
DAD-02104,424,3,300000.0,2024-11-02,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999964,1
DAD-02105,294,11,715000.0,2025-03-12,10000.0,Wakaf Pembangunan Masjid,Transfer,13.480039220276565,1,1,Berpotensi Churn,0.9999168,1
DAD-02106,456,3,500000.0,2024-10-01,200000.0,Pulihkan Duka Negeri Palestina,Transfer,13.122365377402328,1,1,Berpotensi Churn,0.99998224,1
DAD-02107,544,1,27847.0,2024-07-05,27847.0,Pulihkan Duka Negeri Palestina,Transfer,10.234516429491276,1,1,Berpotensi Churn,0.9999995,1
DAD-02108,395,4,605000.0,2024-12-01,250000.0,Qurban Movement,Transfer,13.312985389904174,1,1,Berpotensi Churn,0.9999496,1
DAD-02109,131,19,2200000.0,2025-08-22,100000.0,Pulihkan Duka Negeri Palestina,Transfer,14.603968372873895,0,0,Tidak Churn,0.006858637,0
DAD-02110,115,3,350000.0,2025-09-07,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.765691290604371,1,1,Berpotensi Churn,0.9999652,1
DAD-02111,540,1,300000.0,2024-07-09,300000.0,Wali Asuh Santri,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999857,1
DAD-02112,539,1,30000.0,2024-07-10,30000.0,Pulihkan Duka Negeri Palestina,Transfer,10.308985993422082,1,1,Berpotensi Churn,0.9999995,1
DAD-02113,538,1,100000.0,2024-07-11,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02114,538,1,10000.0,2024-07-11,10000.0,Wali Asuh Santri,Transfer,9.210440366976517,1,1,Berpotensi Churn,0.9999995,1
DAD-02115,536,1,300000.0,2024-07-13,300000.0,Wali Asuh Santri,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999857,1
DAD-02116,384,6,600000.0,2024-12-12,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.304686600863562,1,1,Berpotensi Churn,0.99992585,1
DAD-02117,124,7,400000.0,2025-08-29,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.9999491,1
DAD-02118,264,14,1000000.0,2025-04-11,50000.0,Wakaf Pembangunan Masjid,Transfer,13.815511557963774,1,1,Berpotensi Churn,0.9998253,1
DAD-02119,531,1,250136.0,2024-07-18,250136.0,Pulihkan Duka Negeri Palestina,Transfer,12.429764046747216,1,1,Berpotensi Churn,0.9999988,1
DAD-02120,530,1,200000.0,2024-07-19,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999989,1
DAD-02121,386,2,75000.0,2024-12-10,25000.0,Pulihkan Duka Negeri Palestina,Transfer,11.225256725762893,1,1,Berpotensi Churn,0.99999905,1
DAD-02122,530,1,100000.0,2024-07-19,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02123,530,1,100000.0,2024-07-19,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02124,210,3,355000.0,2025-06-04,25000.0,Qurban Movement,Transfer,12.779875885354993,1,1,Berpotensi Churn,0.99998975,1
DAD-02125,378,6,900000.0,2024-12-18,150000.0,Qurban Movement,Transfer,13.710151153416941,1,1,Berpotensi Churn,0.9999522,1
DAD-02126,527,1,50000.0,2024-07-22,50000.0,Wali Asuh Santri,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02127,527,1,50000.0,2024-07-22,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02128,527,1,50000.0,2024-07-22,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02129,467,2,450000.0,2024-09-20,200000.0,Pulihkan Duka Negeri Palestina,Transfer,13.017005083966255,1,1,Berpotensi Churn,0.99999106,1
DAD-02130,435,3,500000.0,2024-10-22,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.122365377402328,1,1,Berpotensi Churn,0.9999831,1
DAD-02131,249,14,850000.0,2025-04-26,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.652992804936396,1,1,Berpotensi Churn,0.9997843,1
DAD-02132,496,2,100000.0,2024-08-22,50000.0,Qurban Movement,Cash,11.51293546492023,1,1,Berpotensi Churn,0.9999989,1
DAD-02133,378,6,300000.0,2024-12-18,50000.0,Qurban Movement,Cash,12.611541086966115,1,1,Berpotensi Churn,0.9999918,1
DAD-02134,405,3,150000.0,2024-11-21,50000.0,Qurban Movement,Cash,11.918397239722838,1,1,Berpotensi Churn,0.9999976,1
DAD-02135,410,3,300000.0,2024-11-16,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999964,1
DAD-02136,524,1,300000.0,2024-07-25,300000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999857,1
DAD-02137,166,20,1025000.0,2025-07-18,50000.0,Pulihkan Duka Negeri Palestina,Transfer,13.840204146163925,1,1,Berpotensi Churn,0.81220293,1
DAD-02138,280,13,1100000.0,2025-03-26,300000.0,Pulihkan Duka Negeri Palestina,Transfer,13.910821646859095,1,1,Berpotensi Churn,0.99993646,1
DAD-02139,166,3,300000.0,2025-07-18,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999924,1
DAD-02140,229,4,476117.0,2025-05-16,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.073421001651301,1,1,Berpotensi Churn,0.99996793,1
DAD-02141,320,6,600000.0,2025-02-14,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.304686600863562,1,1,Berpotensi Churn,0.9999255,1
DAD-02142,98,14,1850000.0,2025-09-24,100000.0,Pulihkan Duka Negeri Palestina,Transfer,14.430696737594902,1,1,Berpotensi Churn,0.99695253,1
DAD-02143,285,11,573000.0,2025-03-21,40000.0,Pulihkan Duka Negeri Palestina,Transfer,13.258642740896052,1,1,Berpotensi Churn,0.99985075,1
DAD-02145,482,3,400000.0,2024-09-05,150000.0,Pulihkan Duka Negeri Palestina,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.9999925,1
DAD-02146,523,1,50000.0,2024-07-26,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02147,464,6,596250.0,2024-09-23,78750.0,Pulihkan Duka Negeri Palestina,Transfer,13.29841699833213,1,1,Berpotensi Churn,0.9999224,1
DAD-02148,271,6,550000.0,2025-04-04,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.217675375388819,1,1,Berpotensi Churn,0.9999031,1
DAD-02149,519,1,50000.0,2024-07-30,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02150,518,1,100000.0,2024-07-31,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02152,280,2,150000.0,2025-03-26,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.9999981,1
DAD-02153,488,2,300000.0,2024-08-30,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999982,1
DAD-02154,517,1,100000.0,2024-08-01,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02155,408,3,150000.0,2024-11-18,50000.0,Qurban Movement,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.9999976,1
DAD-02156,516,1,50000.0,2024-08-02,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02157,369,7,350000.0,2024-12-27,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.765691290604371,1,1,Berpotensi Churn,0.9999888,1
DAD-02158,516,1,100142.0,2024-08-02,100142.0,Pulihkan Duka Negeri Palestina,Transfer,11.51435444349392,1,1,Berpotensi Churn,0.99999917,1
DAD-02159,515,1,100000.0,2024-08-03,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02160,361,2,200000.0,2025-01-04,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.99999845,1
DAD-02161,482,2,300000.0,2024-09-05,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999982,1
DAD-02162,284,5,190170.0,2025-03-22,30000.0,Pulihkan Duka Negeri Palestina,Transfer,12.155678946385459,1,1,Berpotensi Churn,0.9999927,1
DAD-02163,438,3,30500.0,2024-10-19,10500.0,Pulihkan Duka Negeri Palestina,Transfer,10.32551474894327,1,1,Berpotensi Churn,0.9999987,1
DAD-02164,120,9,2650000.0,2025-09-02,300000.0,Pulihkan Duka Negeri Palestina,Transfer,14.790070575320824,1,1,Berpotensi Churn,0.9949608,1
DAD-02165,365,6,180000.0,2024-12-31,30000.0,Qurban Movement,Transfer,12.100717685412471,1,1,Berpotensi Churn,0.9999938,1
DAD-02166,159,5,425000.0,2025-07-25,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.959846800844963,1,1,Berpotensi Churn,0.9999708,1
DAD-02167,457,2,150000.0,2024-09-30,100000.0,Qurban Movement,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.9999989,1
DAD-02168,332,7,400000.0,2025-02-02,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.9999821,1
DAD-02169,513,1,60000.0,2024-08-05,60000.0,Pulihkan Duka Negeri Palestina,Transfer,11.002116507732017,1,1,Berpotensi Churn,0.9999993,1
DAD-02170,513,1,50000.0,2024-08-05,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02171,138,3,200165.0,2025-08-15,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.20690230127065,1,1,Berpotensi Churn,0.9999939,1
DAD-02172,513,1,100190.0,2024-08-05,100190.0,Pulihkan Duka Negeri Palestina,Transfer,11.51483364323953,1,1,Berpotensi Churn,0.99999917,1
DAD-02174,513,1,200000.0,2024-08-05,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999989,1
DAD-02175,513,1,50238.0,2024-08-05,50238.0,Pulihkan Duka Negeri Palestina,Transfer,10.824546896485385,1,1,Berpotensi Churn,0.9999993,1
DAD-02177,513,1,50000.0,2024-08-05,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02178,457,2,100508.0,2024-09-30,50250.0,Pulihkan Duka Negeri Palestina,Transfer,11.518002554710511,1,1,Berpotensi Churn,0.9999989,1
DAD-02179,513,1,50000.0,2024-08-05,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02180,512,1,250000.0,2024-08-06,250000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.9999988,1
DAD-02182,511,1,202500.0,2024-08-07,202500.0,Pulihkan Duka Negeri Palestina,Transfer,12.218500103788143,1,1,Berpotensi Churn,0.9999989,1
DAD-02183,411,2,200000.0,2024-11-15,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999987,1
DAD-02184,292,3,300000.0,2025-03-14,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999416,1
DAD-02185,488,2,100000.0,2024-08-30,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.9999989,1
DAD-02186,119,2,150000.0,2025-09-03,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.9999927,1
DAD-02188,509,1,100000.0,2024-08-09,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02189,509,1,250000.0,2024-08-09,250000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.9999988,1
DAD-02190,341,3,250000.0,2025-01-24,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.99999654,1
DAD-02191,355,2,250515.0,2025-01-10,100281.0,Pulihkan Duka Negeri Palestina,Transfer,12.4312780697228,1,1,Berpotensi Churn,0.9999982,1
DAD-02192,455,2,100000.0,2024-10-02,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.9999989,1
DAD-02194,432,6,315516.0,2024-10-25,60000.0,Pulihkan Duka Negeri Palestina,Transfer,12.661967842237615,1,1,Berpotensi Churn,0.9999925,1
DAD-02195,285,2,100000.0,2025-03-21,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.9999982,1
DAD-02196,299,20,1355000.0,2025-03-07,70000.0,Pulihkan Duka Negeri Palestina,Transfer,14.119312750303045,0,0,Tidak Churn,0.024570089,0
DAD-02197,151,7,1950000.0,2025-08-02,300000.0,Pulihkan Duka Negeri Palestina,Transfer,14.48334044336031,1,1,Berpotensi Churn,0.99959046,1
DAD-02198,243,11,2000000.0,2025-05-02,300000.0,Pulihkan Duka Negeri Palestina,Transfer,14.508658238524095,1,1,Berpotensi Churn,0.99907625,1
DAD-02199,12,8,500000.0,2025-12-19,50000.0,Pulihkan Duka Negeri Palestina,Transfer,13.122365377402328,1,1,Berpotensi Churn,0.9998497,1
DAD-02200,446,5,730000.0,2024-10-11,130000.0,Pulihkan Duka Negeri Palestina,Transfer,13.500801182986649,1,1,Berpotensi Churn,0.9999558,1
DAD-02201,509,1,100000.0,2024-08-09,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02202,298,5,190000.0,2025-03-08,30000.0,Pulihkan Duka Negeri Palestina,Transfer,12.154784614286667,1,1,Berpotensi Churn,0.9999937,1
DAD-02203,299,9,1020000.0,2025-03-07,150000.0,Pulihkan Duka Negeri Palestina,Transfer,13.83531416565213,1,1,Berpotensi Churn,0.9999676,1
DAD-02204,508,1,50000.0,2024-08-10,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02205,115,7,650077.0,2025-09-07,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.384847634672395,1,1,Berpotensi Churn,0.99984515,1
DAD-02206,506,1,50000.0,2024-08-12,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02207,264,4,185000.0,2025-04-11,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.128116509451258,1,1,Berpotensi Churn,0.9999943,1
DAD-02208,383,2,250165.0,2024-12-13,150000.0,Pulihkan Duka Negeri Palestina,Transfer,12.42987997649392,1,1,Berpotensi Churn,0.99999857,1
DAD-02209,249,7,1800000.0,2025-04-26,300000.0,Pulihkan Duka Negeri Palestina,Transfer,14.403297778421795,1,1,Berpotensi Churn,0.999549,1
DAD-02210,505,1,200000.0,2024-08-13,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999989,1
DAD-02211,407,4,950000.0,2024-11-19,250000.0,Qurban Movement,Transfer,13.76421831620775,1,1,Berpotensi Churn,0.9999708,1
DAD-02212,504,1,270000.0,2024-08-14,270000.0,Pulihkan Duka Negeri Palestina,Transfer,12.506180941677357,1,1,Berpotensi Churn,0.99999833,1
DAD-02213,124,5,525000.0,2025-08-29,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.171155446333852,1,1,Berpotensi Churn,0.999907,1
DAD-02214,443,4,515000.0,2024-10-14,150000.0,Pulihkan Duka Negeri Palestina,Transfer,13.151924121391561,1,1,Berpotensi Churn,0.99995923,1
DAD-02215,503,1,100000.0,2024-08-15,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02216,332,3,450000.0,2025-02-02,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.017005083966255,1,1,Berpotensi Churn,0.9999802,1
DAD-02217,503,1,300000.0,2024-08-15,300000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99999857,1
DAD-02218,264,5,300000.0,2025-04-11,75000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99998975,1
DAD-02219,503,1,150000.0,2024-08-15,150000.0,Pulihkan Duka Negeri Palestina,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.99999917,1
DAD-02220,299,4,1200000.0,2025-03-07,300000.0,Pulihkan Duka Negeri Palestina,Transfer,13.997832948091215,1,1,Berpotensi Churn,0.99987257,1
DAD-02221,30,2,65000.0,2025-12-01,35000.0,Pulihkan Duka Negeri Indonesia,Transfer,11.082157933374816,1,1,Berpotensi Churn,0.99999404,1
DAD-02222,502,1,100000.0,2024-08-16,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02223,502,1,50000.0,2024-08-16,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02224,264,4,750000.0,2025-04-11,200000.0,Pulihkan Duka Negeri Palestina,Transfer,13.527829818844937,1,1,Berpotensi Churn,0.9999583,1
DAD-02225,502,1,100000.0,2024-08-16,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999917,1
DAD-02226,249,6,350000.0,2025-04-26,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.765691290604371,1,1,Berpotensi Churn,0.9999782,1
DAD-02227,502,1,50000.0,2024-08-16,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02228,306,10,1350000.0,2025-02-28,300000.0,Pulihkan Duka Negeri Palestina,Transfer,14.115615891155079,1,1,Berpotensi Churn,0.99951553,1
DAD-02229,264,5,230000.0,2025-04-11,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.345838935721968,1,1,Berpotensi Churn,0.99999213,1
DAD-02230,502,1,250000.0,2024-08-16,250000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.9999989,1
DAD-02231,502,1,200000.0,2024-08-16,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.99999905,1
DAD-02232,502,1,50000.0,2024-08-16,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.9999995,1
DAD-02233,249,8,400000.0,2025-04-26,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.9999702,1
DAD-02234,502,1,200000.0,2024-08-16,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.99999905,1
