ID Donatur,recency,frequency,monetary,last_date,last_nominal,program,cara_bayar,monetary_log,cluster,churn,segmen,prob_churn,prediksi
DAD-00754,278,29,1335000.0,2025-03-28,90000.0,Pulihkan Duka Negeri Palestina,Transfer,14.104442598879876,0,0,Tidak Churn,0.0018165411,0
DAD-00755,1279,2,100000.0,2022-07-01,50000.0,Fasilitas Belajar Santri,Transfer,11.51293546492023,2,0,Tidak Churn,6.2826784e-06,0
DAD-00756,1279,2,200000.0,2022-07-01,100000.0,Qur'an Minded,Transfer,12.206077645517674,2,0,Tidak Churn,2.7357921e-06,0
DAD-00757,1279,2,140000.0,2022-07-01,70000.0,Qur'an Minded,Transfer,11.849404844423074,2,0,Tidak Churn,3.907734e-06,0
DAD-00758,1279,2,400000.0,2022-07-01,200000.0,Becare Food,Transfer,12.899222326086994,2,0,Tidak Churn,2.1780324e-06,0
DAD-00759,1279,2,100000.0,2022-07-01,50000.0,Fasilitas Belajar Santri,Transfer,11.51293546492023,2,0,Tidak Churn,6.2826784e-06,0
DAD-00760,1081,3,90000.0,2023-01-15,50000.0,Fasilitas Belajar Santri,Transfer,11.407576060361786,2,0,Tidak Churn,5.341461e-06,0
DAD-00761,1279,2,60000.0,2022-07-01,30000.0,Fasilitas Belajar Santri,Transfer,11.002116507732017,2,0,Tidak Churn,7.649987e-06,0
DAD-00762,33,129,3103250.0,2025-11-28,15000.0,Pulihkan Duka Negeri Palestina,Transfer,14.947960829620952,0,0,Tidak Churn,0.0002543312,0
DAD-00763,732,1,50000.0,2023-12-30,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,2,0,Tidak Churn,0.14643829,0
DAD-00764,712,9,700000.0,2024-01-19,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.45883704259595,2,0,Tidak Churn,9.320736e-06,0
DAD-00765,737,1,100000.0,2023-12-25,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,0.00010731026,0
DAD-00766,558,2,150000.0,2024-06-21,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.9999989,1
DAD-00767,738,1,30000.0,2023-12-24,30000.0,Pulihkan Duka Negeri Palestina,Transfer,10.308985993422082,1,1,Berpotensi Churn,0.9623782,1
DAD-00768,222,5,300000.0,2025-05-23,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.99998844,1
DAD-00769,740,1,50022.0,2023-12-22,50022.0,Pulihkan Duka Negeri Palestina,Transfer,10.820238178642716,2,0,Tidak Churn,0.052038554,0
DAD-00770,740,1,100000.0,2023-12-22,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,4.9096263e-05,0
DAD-00771,746,1,15000.0,2023-12-16,15000.0,Pulihkan Duka Negeri Palestina,Transfer,9.61587214452889,1,1,Berpotensi Churn,0.96811676,1
DAD-00772,719,2,200000.0,2024-01-12,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,2,0,Tidak Churn,3.702323e-05,0
DAD-00773,276,13,1900000.0,2025-03-30,200000.0,Zakat Movement,Transfer,14.45736497045232,1,1,Berpotensi Churn,0.9989447,1
DAD-00774,621,3,220000.0,2024-04-19,50000.0,Wali Asuh Santri,Transfer,12.301387370778713,1,1,Berpotensi Churn,0.9999615,1
DAD-00775,732,1,250000.0,2023-12-30,250000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,2,0,Tidak Churn,2.0462405e-05,0
DAD-00776,732,1,100000.0,2023-12-30,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,0.00010731026,0
DAD-00777,732,15,1501500.0,2023-12-30,97000.0,Zakat Movement,Transfer,14.221975832405967,2,0,Tidak Churn,5.4554716e-06,0
DAD-00778,696,4,800000.0,2024-02-04,200000.0,Zakat Movement,Transfer,13.592368256649284,2,0,Tidak Churn,5.1819312e-05,0
DAD-00779,579,2,100000.0,2024-05-31,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,1,1,Berpotensi Churn,0.99999654,1
DAD-00780,313,10,2032500.0,2025-02-21,100000.0,Zakat Movement,Transfer,14.524777612408903,1,1,Berpotensi Churn,0.9990446,1
DAD-00781,222,106,5415000.0,2025-05-23,50000.0,Qurban Movement,Transfer,15.504683623089418,0,0,Tidak Churn,0.00046061625,0
DAD-00782,544,12,405000.0,2024-07-05,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.91164481522143,1,1,Berpotensi Churn,0.99997675,1
DAD-00783,5,20,3575000.0,2025-12-26,100000.0,Pulihkan Duka Negeri Palestina,Transfer,15.089476013830486,0,0,Tidak Churn,0.00050762447,0
DAD-00784,222,76,1855000.0,2025-05-23,20000.0,Pulihkan Duka Negeri Palestina,Transfer,14.433395793107085,0,0,Tidak Churn,0.0019792956,0
DAD-00785,450,4,300000.0,2024-10-07,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,1,1,Berpotensi Churn,0.9999957,1
DAD-00786,278,2,200000.0,2025-03-28,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.99999774,1
DAD-00787,565,11,1400000.0,2024-06-14,200000.0,Qurban Movement,Transfer,14.151983508870947,1,1,Berpotensi Churn,0.9965719,1
DAD-00788,250,47,470000.0,2025-04-25,10000.0,Pulihkan Duka Negeri Palestina,Transfer,13.060490101343552,0,0,Tidak Churn,0.02881164,0
DAD-00789,96,35,4500000.0,2025-09-26,50000.0,Pulihkan Duka Negeri Palestina,Transfer,15.319588176962746,0,0,Tidak Churn,0.0002543312,0
DAD-00790,25,23,3135000.0,2025-12-06,200000.0,Pulihkan Duka Negeri Palestina,Transfer,14.958140051028373,0,0,Tidak Churn,0.0002696611,0
DAD-00791,733,1,30000.0,2023-12-29,30000.0,Pulihkan Duka Negeri Palestina,Transfer,10.308985993422082,1,1,Berpotensi Churn,0.9623782,1
DAD-00792,152,46,5035000.0,2025-08-01,100000.0,Wali Asuh Santri,Transfer,15.431924282744513,0,0,Tidak Churn,0.0006733692,0
DAD-00793,404,5,130000.0,2024-11-22,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.775297421715827,1,1,Berpotensi Churn,0.99999654,1
DAD-00794,182,51,6802500.0,2025-07-02,246500.0,Pulihkan Duka Negeri Palestina,Transfer,15.732800896644305,0,0,Tidak Churn,0.00053239823,0
DAD-00795,10,24,1030000.0,2025-12-21,100000.0,Wali Asuh Santri,Transfer,13.845070331079134,0,0,Tidak Churn,0.019325389,0
DAD-00796,5,39,6820000.0,2025-12-26,150000.0,Pulihkan Duka Negeri Palestina,Transfer,15.7353701764472,0,0,Tidak Churn,0.0002543312,0
DAD-00797,12,125,23060000.0,2025-12-19,250000.0,Pulihkan Duka Negeri Palestina,Transfer,16.95361011617032,0,0,Tidak Churn,0.0002543312,0
DAD-00798,684,3,160000.0,2024-02-16,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.982935344196433,2,0,Tidak Churn,0.0022151014,0
DAD-00799,600,69,3500000.0,2024-05-10,50000.0,Pulihkan Duka Negeri Palestina,Transfer,15.068273812173887,0,0,Tidak Churn,0.00016649457,0
DAD-00800,148,28,3440599.0,2025-08-05,130000.0,Zakat Movement,Transfer,15.051156432745076,0,0,Tidak Churn,0.0006733692,0
DAD-00801,159,11,1300000.0,2025-07-25,100000.0,Pulihkan Duka Negeri Palestina,Transfer,14.077875591662238,1,1,Berpotensi Churn,0.9997155,1
DAD-00802,733,3,300000.0,2023-12-29,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,2,0,Tidak Churn,5.632421e-06,0
DAD-00803,733,1,50000.0,2023-12-29,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,2,0,Tidak Churn,0.14643829,0
DAD-00804,222,17,405000.0,2025-05-23,10000.0,Pulihkan Duka Negeri Palestina,Transfer,12.91164481522143,1,1,Berpotensi Churn,0.99972504,1
DAD-00805,656,3,350000.0,2024-03-15,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.765691290604371,2,0,Tidak Churn,0.058227904,0
DAD-00806,18,9,400000.0,2025-12-13,50000.0,Pulihkan Duka Negeri Palestina,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.9999014,1
DAD-00807,283,29,2513100.0,2025-03-23,45000.0,Zakat Movement,Transfer,14.737028006724858,0,0,Tidak Churn,0.0005841414,0
DAD-00808,474,25,1460000.0,2024-09-13,50000.0,Pulihkan Duka Negeri Palestina,Transfer,14.19394767861579,0,0,Tidak Churn,0.001677978,0
DAD-00809,33,11,800454.0,2025-11-28,50454.0,Pulihkan Duka Negeri Palestina,Transfer,13.592935594973083,1,1,Berpotensi Churn,0.9998418,1
DAD-00810,229,11,455000.0,2025-05-16,25000.0,Pulihkan Duka Negeri Palestina,Transfer,13.02805489573287,1,1,Berpotensi Churn,0.9999138,1
DAD-00811,264,38,5250000.0,2025-04-11,100000.0,Pulihkan Duka Negeri Palestina,Transfer,15.473738825043979,0,0,Tidak Churn,0.00042372395,0
DAD-00812,278,35,1980000.0,2025-03-28,50000.0,Pulihkan Duka Negeri Palestina,Transfer,14.498607907721096,0,0,Tidak Churn,0.0013480509,0
DAD-00813,628,17,3085625.0,2024-04-12,300000.0,Wakaf Movement,Transfer,14.942265112078664,2,0,Tidak Churn,0.00040384344,0
DAD-00814,12,82,282500.0,2025-12-19,2000.0,Pulihkan Duka Negeri Palestina,Transfer,12.551437369385376,0,0,Tidak Churn,0.13396347,0
DAD-00815,733,2,600000.0,2023-12-29,300000.0,Becarefood,Transfer,13.304686600863562,2,0,Tidak Churn,6.1190653e-06,0
DAD-00816,103,110,11900000.0,2025-09-19,100000.0,Pulihkan Duka Negeri Palestina,Transfer,16.29204904211537,0,0,Tidak Churn,0.0002543312,0
DAD-00817,700,7,185000.0,2024-01-31,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.128116509451258,2,0,Tidak Churn,6.411128e-05,0
DAD-00818,282,2,400000.0,2025-03-24,150000.0,Ramadhan Bangkitkan Negeri,Transfer,12.899222326086994,1,1,Berpotensi Churn,0.99999344,1
DAD-00819,299,1,200000.0,2025-03-07,200000.0,Sambung Hidup Dhuafa,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999987,1
DAD-00820,425,9,350000.0,2024-11-01,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.765691290604371,1,1,Berpotensi Churn,0.99998844,1
DAD-00821,317,1,200000.0,2025-02-17,200000.0,Sambung Hidup Dhuafa,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.9999987,1
DAD-00822,733,2,200000.0,2023-12-29,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,2,0,Tidak Churn,1.1776555e-05,0
DAD-00823,638,6,1050000.0,2024-04-02,100000.0,Qurban Movement,Transfer,13.864301674514206,2,0,Tidak Churn,0.005597373,0
DAD-00824,734,1,100000.0,2023-12-28,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,0.00010731026,0
DAD-00825,377,16,1600000.0,2024-12-19,100000.0,Qurban Movement,Transfer,14.285514812209815,1,1,Berpotensi Churn,0.9945576,1
DAD-00826,393,7,1250000.0,2024-12-03,300000.0,Qurban Movement,Cash,14.038654909278163,1,1,Berpotensi Churn,0.99946326,1
DAD-00827,145,17,2400000.0,2025-08-08,100000.0,Qurban Movement,Transfer,14.690979711984754,1,1,Berpotensi Churn,0.8538436,1
DAD-00828,735,5,450000.0,2023-12-27,50000.0,Wali Asuh Santri,Transfer,13.017005083966255,2,0,Tidak Churn,3.502818e-06,0
DAD-00829,735,1,300000.0,2023-12-27,300000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,2,0,Tidak Churn,1.7728877e-05,0
DAD-00830,373,12,2700000.0,2024-12-23,210000.0,Qurban Movement,Transfer,14.80876270134486,1,1,Berpotensi Churn,0.9943124,1
DAD-00831,369,17,1180000.0,2024-12-27,100000.0,Wali Asuh Santri,Transfer,13.981025843899115,1,1,Berpotensi Churn,0.99919826,1
DAD-00832,277,64,8255000.0,2025-03-29,30000.0,Wakaf Pembangunan Masjid,Transfer,15.926329756475061,0,0,Tidak Churn,0.0004195195,0
DAD-00833,736,1,100000.0,2023-12-26,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,0.00010731026,0
DAD-00834,611,13,1300000.0,2024-04-29,100000.0,Wali Asuh Santri,Transfer,14.077875591662238,2,0,Tidak Churn,0.0054708906,0
DAD-00835,124,25,645000.0,2025-08-29,20000.0,Pulihkan Duka Negeri Palestina,Transfer,13.377007146164305,0,0,Tidak Churn,0.01610196,0
DAD-00836,86,12,215000.0,2025-10-06,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.278397958261774,1,1,Berpotensi Churn,0.99993455,1
DAD-00837,120,24,5100000.0,2025-09-02,200000.0,Zakat Movement,Transfer,15.444751293772967,0,0,Tidak Churn,0.0003196415,0
DAD-00838,7,18,3775000.0,2025-12-24,250000.0,Qurban Movement,Transfer,15.143911205565889,0,0,Tidak Churn,0.0035479376,0
DAD-00839,313,24,840000.0,2025-02-21,30000.0,Pulihkan Duka Negeri Palestina,Transfer,13.641158361294979,0,0,Tidak Churn,0.029040355,0
DAD-00840,656,4,500000.0,2024-03-15,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.122365377402328,2,0,Tidak Churn,0.00067521096,0
DAD-00841,739,1,10000.0,2023-12-23,10000.0,Wakaf Movement,Cash,9.210440366976517,1,1,Berpotensi Churn,0.9799166,1
DAD-00842,427,37,3715000.0,2024-10-30,200000.0,Pulihkan Duka Negeri Palestina,Transfer,15.127889505312965,0,0,Tidak Churn,0.00040007106,0
DAD-00843,12,3,160000.0,2025-12-19,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.982935344196433,1,1,Berpotensi Churn,0.9999769,1
DAD-00844,739,1,60000.0,2023-12-23,60000.0,Pulihkan Duka Negeri Palestina,Transfer,11.002116507732017,2,0,Tidak Churn,8.009763e-05,0
DAD-00845,739,1,25000.0,2023-12-23,25000.0,Wakaf Movement,Cash,10.12667110305036,1,1,Berpotensi Churn,0.8989252,1
DAD-00846,740,1,100000.0,2023-12-22,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,4.9096263e-05,0
DAD-00847,631,5,600000.0,2024-04-09,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.304686600863562,2,0,Tidak Churn,0.081264876,0
DAD-00848,593,8,720000.0,2024-05-17,50000.0,Qurban Movement,Transfer,13.487007879880162,1,1,Berpotensi Churn,0.9061979,1
DAD-00849,280,45,4405000.0,2025-03-26,100000.0,Qurban Movement,Transfer,15.298251044367147,0,0,Tidak Churn,0.0004195195,0
DAD-00850,19,23,3597000.0,2025-12-12,250000.0,Pulihkan Duka Negeri Palestina,Transfer,15.095611000687175,0,0,Tidak Churn,0.0002696611,0
DAD-00851,740,2,200000.0,2023-12-22,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,2,0,Tidak Churn,7.4756854e-06,0
DAD-00852,12,124,4035000.0,2025-12-19,50000.0,Pulihkan Duka Negeri Palestina,Transfer,15.21051710751763,0,0,Tidak Churn,0.0002543312,0
DAD-00853,635,19,2235000.0,2024-04-05,200000.0,Pulihkan Duka Negeri Palestina,Transfer,14.619752233457,0,0,Tidak Churn,0.0002347794,0
DAD-00854,726,3,250000.0,2024-01-05,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,2,0,Tidak Churn,8.912039e-06,0
DAD-00855,12,132,3725000.0,2025-12-19,50000.0,Pulihkan Duka Negeri Palestina,Transfer,15.130577678252136,0,0,Tidak Churn,0.0002543312,0
DAD-00856,578,5,860000.0,2024-06-01,300000.0,Pulihkan Duka Negeri Palestina,Transfer,13.664688831019712,1,1,Berpotensi Churn,0.9897249,1
DAD-00857,159,16,1135000.0,2025-07-25,25000.0,Pulihkan Duka Negeri Palestina,Transfer,13.942144089954521,1,1,Berpotensi Churn,0.9997453,1
DAD-00858,280,7,950000.0,2025-03-26,200000.0,Syiar Qur'an Indonesia,Transfer,13.76421831620775,1,1,Berpotensi Churn,0.9999558,1
DAD-00859,278,5,375000.0,2025-03-28,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.834683971615659,1,1,Berpotensi Churn,0.9999863,1
DAD-00860,572,5,700000.0,2024-06-07,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.45883704259595,1,1,Berpotensi Churn,0.9982278,1
DAD-00861,447,8,2000000.0,2024-10-10,300000.0,Qurban Movement,Transfer,14.508658238524095,1,1,Berpotensi Churn,0.99888164,1
DAD-00862,719,2,200000.0,2024-01-12,100000.0,Wakaf Movement,Transfer,12.206077645517674,2,0,Tidak Churn,3.702323e-05,0
DAD-00863,292,14,1700000.0,2025-03-14,100000.0,Zakat Movement,Transfer,14.346139397261565,1,1,Berpotensi Churn,0.9986022,1
DAD-00864,716,2,150000.0,2024-01-15,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.918397239722838,2,0,Tidak Churn,0.00016634812,0
DAD-00865,573,5,640036.0,2024-06-06,100036.0,Qurban Movement,Transfer,13.369281266164776,1,1,Berpotensi Churn,0.997419,1
DAD-00866,373,12,3100000.0,2024-12-23,200000.0,Qurban Movement,Transfer,14.946912992035967,1,1,Berpotensi Churn,0.96246904,1
DAD-00867,138,19,1045000.0,2025-08-15,25000.0,Pulihkan Duka Negeri Palestina,Transfer,13.85952840031839,1,1,Berpotensi Churn,0.9733031,1
DAD-00868,3,28,4250000.0,2025-12-28,150000.0,Sambung Hidup Dhuafa,Transfer,15.26242977619469,0,0,Tidak Churn,0.0002543312,0
DAD-00869,166,1,50000.0,2025-07-18,50000.0,Wali Asuh Santri,Transfer,10.819798284210286,1,1,Berpotensi Churn,0.99999917,1
DAD-00870,278,20,3630000.0,2025-03-28,80000.0,Qurban Movement,Transfer,15.104743481723089,0,0,Tidak Churn,0.000889156,0
DAD-00871,744,1,5000.0,2023-12-18,5000.0,Syiar Qur'an Indonesia,Cash,8.517393171418904,1,1,Berpotensi Churn,0.9799166,1
DAD-00872,745,2,450000.0,2023-12-17,250000.0,Pulihkan Duka Negeri Palestina,Transfer,13.017005083966255,2,0,Tidak Churn,5.3577965e-06,0
DAD-00873,117,16,4800000.0,2025-09-05,300000.0,Syiar Qur'an Indonesia,Transfer,15.38412668421143,0,0,Tidak Churn,0.19856627,0
DAD-00874,278,11,1550000.0,2025-03-28,100000.0,Sambung Hidup Dhuafa,Transfer,14.253766134056512,1,1,Berpotensi Churn,0.9993863,1
DAD-00875,12,78,14800000.0,2025-12-19,200000.0,Wali Asuh Santri,Transfer,16.51013780630191,0,0,Tidak Churn,0.0002543312,0
DAD-00876,215,1,150000.0,2025-05-30,150000.0,Wali Asuh Santri,Transfer,11.918397239722838,1,1,Berpotensi Churn,0.99999845,1
DAD-00877,746,1,5000.0,2023-12-16,5000.0,Syiar Qur'an Indonesia,Cash,8.517393171418904,1,1,Berpotensi Churn,0.9799166,1
DAD-00878,747,14,422500.0,2023-12-15,30000.0,Wali Asuh Santri,Transfer,12.95394709264047,2,0,Tidak Churn,3.1934314e-06,0
DAD-00879,159,13,1600000.0,2025-07-25,100000.0,Syiar Qur'an Indonesia,Transfer,14.285514812209815,1,1,Berpotensi Churn,0.99970704,1
DAD-00880,447,2,85000.0,2024-10-10,35000.0,Pulihkan Duka Negeri Palestina,Transfer,11.350418300109132,1,1,Berpotensi Churn,0.99999905,1
DAD-00881,382,12,205000.0,2024-12-14,10000.0,Pulihkan Duka Negeri Palestina,Transfer,12.230770136157428,1,1,Berpotensi Churn,0.9999902,1
DAD-00882,600,2,200000.0,2024-05-10,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,1,1,Berpotensi Churn,0.99999356,1
DAD-00883,361,27,715000.0,2025-01-04,20000.0,Pulihkan Duka Negeri Palestina,Transfer,13.480039220276565,0,0,Tidak Churn,0.019820642,0
DAD-00884,5,24,2450000.0,2025-12-26,50000.0,Wali Asuh Santri,Transfer,14.711598990684092,0,0,Tidak Churn,0.0004038629,0
DAD-00885,313,18,715000.0,2025-02-21,25000.0,Pulihkan Duka Negeri Palestina,Transfer,13.480039220276565,1,1,Berpotensi Churn,0.99445206,1
DAD-00886,747,1,100000.0,2023-12-15,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,4.9096263e-05,0
DAD-00887,222,35,1070000.0,2025-05-23,5000.0,Pulihkan Duka Negeri Palestina,Transfer,13.883170141017091,0,0,Tidak Churn,0.022711486,0
DAD-00888,165,34,5260000.0,2025-07-19,150000.0,Syiar Qur'an Indonesia,Transfer,15.475641774827944,0,0,Tidak Churn,0.0007104658,0
DAD-00889,747,2,300000.0,2023-12-15,200000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,2,0,Tidak Churn,6.1128826e-06,0
DAD-00890,26,32,913000.0,2025-12-05,25000.0,Pulihkan Duka Negeri Palestina,Transfer,13.724492254866757,0,0,Tidak Churn,0.0067852577,0
DAD-00891,299,3,450000.0,2025-03-07,200000.0,Pulihkan Duka Negeri Palestina,Transfer,13.017005083966255,1,1,Berpotensi Churn,0.99997985,1
DAD-00892,747,1,50000.0,2023-12-15,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,2,0,Tidak Churn,0.052038554,0
DAD-00894,747,1,46200.0,2023-12-15,46200.0,Pulihkan Duka Negeri Palestina,Transfer,10.740756721857226,2,0,Tidak Churn,0.0919804,0
DAD-00895,443,3,320000.0,2024-10-14,100000.0,Pulihkan Duka Negeri Palestina,Cash,12.676079399771027,1,1,Berpotensi Churn,0.9999964,1
DAD-00896,685,3,250000.0,2024-02-15,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,2,0,Tidak Churn,0.00047625095,0
DAD-00897,750,1,100000.0,2023-12-12,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,3.337244e-05,0
DAD-00899,411,9,950000.0,2024-11-15,100000.0,Qurban Movement,Transfer,13.76421831620775,1,1,Berpotensi Churn,0.9999583,1
DAD-00900,372,16,1740000.0,2024-12-24,100000.0,Qurban Movement,Transfer,14.36939624590319,1,1,Berpotensi Churn,0.9951198,1
DAD-00901,752,1,100000.0,2023-12-10,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,3.337244e-05,0
DAD-00902,10,31,1275000.0,2025-12-21,25000.0,Wakaf Movement,Transfer,14.058457520888082,0,0,Tidak Churn,0.0011338374,0
DAD-00903,131,6,800000.0,2025-08-22,150000.0,Wakaf Movement,Transfer,13.592368256649284,1,1,Berpotensi Churn,0.9999393,1
DAD-00904,299,3,610000.0,2025-03-07,50000.0,Pulihkan Duka Negeri Palestina,Transfer,13.321215875492413,1,1,Berpotensi Churn,0.99995565,1
DAD-00905,753,1,80000.0,2023-12-09,80000.0,Pulihkan Duka Negeri Palestina,Transfer,11.289794413577894,2,0,Tidak Churn,3.8682603e-05,0
DAD-00906,18,8,985000.0,2025-12-13,50000.0,Pulihkan Duka Negeri Palestina,Transfer,13.800397935382136,1,1,Berpotensi Churn,0.9999087,1
DAD-00907,754,4,110000.0,2023-12-08,20000.0,Pulihkan Duka Negeri Palestina,Transfer,11.608244735642321,2,0,Tidak Churn,9.15206e-06,0
DAD-00908,754,8,185000.0,2023-12-08,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.128116509451258,2,0,Tidak Churn,3.3638667e-06,0
DAD-00909,26,10,1750000.0,2025-12-05,150000.0,Pulihkan Duka Negeri Palestina,Transfer,14.375126917328105,1,1,Berpotensi Churn,0.9988738,1
DAD-00910,754,1,50000.0,2023-12-08,50000.0,Pulihkan Duka Negeri Palestina,Transfer,10.819798284210286,2,0,Tidak Churn,0.0030236566,0
DAD-00911,754,2,200000.0,2023-12-08,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.206077645517674,2,0,Tidak Churn,5.7744473e-06,0
DAD-00912,117,36,7000000.0,2025-09-05,200000.0,Wali Asuh Santri,Transfer,15.76142084987672,0,0,Tidak Churn,0.0002543312,0
DAD-00913,754,3,350000.0,2023-12-08,150000.0,Pulihkan Duka Negeri Palestina,Transfer,12.765691290604371,2,0,Tidak Churn,3.025748e-06,0
DAD-00914,754,3,150000.0,2023-12-08,50000.0,Pulihkan Duka Negeri Palestina,Transfer,11.918397239722838,2,0,Tidak Churn,7.0957426e-06,0
DAD-00915,574,15,2175000.0,2024-06-05,150000.0,Zakat Movement,Transfer,14.59253968227493,2,0,Tidak Churn,0.06323894,0
DAD-00916,563,3,650000.0,2024-06-16,250000.0,Pemuda Berdaya,Transfer,13.384729180332174,1,1,Berpotensi Churn,0.99996006,1
DAD-00917,246,15,1650000.0,2025-04-29,50000.0,Pulihkan Duka Negeri Palestina,Transfer,14.316286451937186,1,1,Berpotensi Churn,0.99867094,1
DAD-00918,334,6,290000.0,2025-01-31,25000.0,Pulihkan Duka Negeri Palestina,Transfer,12.577639650232573,1,1,Berpotensi Churn,0.9999893,1
DAD-00919,103,19,2900000.0,2025-09-19,50000.0,Wakaf Movement,Transfer,14.88022163978423,0,0,Tidak Churn,0.0019484088,0
DAD-00920,754,2,65000.0,2023-12-08,45000.0,Pulihkan Duka Negeri Palestina,Transfer,11.082157933374816,2,0,Tidak Churn,2.4282543e-05,0
DAD-00921,166,31,2305000.0,2025-07-18,50000.0,Sambung Hidup Dhuafa,Transfer,14.650591668252272,0,0,Tidak Churn,0.0011181756,0
DAD-00922,917,1,100000.0,2023-06-28,100000.0,Becarefood,Transfer,11.51293546492023,2,0,Tidak Churn,1.10831315e-05,0
DAD-00924,316,3,250000.0,2025-02-18,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.429220196836383,1,1,Berpotensi Churn,0.99999607,1
DAD-00925,239,28,2225000.0,2025-05-06,50000.0,Pulihkan Duka Negeri Palestina,Transfer,14.615267923020578,0,0,Tidak Churn,0.0007600971,0
DAD-00926,104,76,2614000.0,2025-09-18,20000.0,Pulihkan Duka Negeri Palestina,Transfer,14.776392555721701,0,0,Tidak Churn,0.00031714817,0
DAD-00927,605,8,450000.0,2024-05-05,50000.0,Pulihkan Duka Negeri Palestina,Transfer,13.017005083966255,1,1,Berpotensi Churn,0.9737008,1
DAD-00928,697,3,300000.0,2024-02-03,100000.0,Pulihkan Duka Negeri Palestina,Transfer,12.611541086966115,2,0,Tidak Churn,0.00026777037,0
DAD-00929,215,2,450000.0,2025-05-30,200000.0,Pulihkan Duka Negeri Indonesia,Transfer,13.017005083966255,1,1,Berpotensi Churn,0.9999876,1
DAD-00930,758,3,740000.0,2023-12-04,280000.0,Qurban Movement,Transfer,13.51440681653079,2,0,Tidak Churn,3.7616462e-06,0
DAD-00931,431,4,107000.0,2024-10-26,27000.0,Pulihkan Duka Negeri Palestina,Transfer,11.580593459194764,1,1,Berpotensi Churn,0.9999975,1
DAD-00932,759,1,100000.0,2023-12-03,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,3.337244e-05,0
DAD-00933,693,5,475000.0,2024-02-07,100000.0,Pulihkan Duka Negeri Palestina,Transfer,13.07107218827772,2,0,Tidak Churn,4.6547008e-05,0
DAD-00934,760,1,100000.0,2023-12-02,100000.0,Pulihkan Duka Negeri Palestina,Transfer,11.51293546492023,2,0,Tidak Churn,3.337244e-05,0
